DATAFLOW,MEASURE: Data Item,REGIONTYPE: Region Type,ASGS_2021: Region,FREQUENCY: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_31: Estimated resident population: Males aged 50-54 years (%),SA3: Statistical Area Level 3,11401: Shoalhaven,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_31: Estimated resident population: Males aged 50-54 years (%),SA3: Statistical Area Level 3,11402: Southern Highlands,A: Annual,2022,6.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,10201: Gosford,A: Annual,2022,6.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,10202: Wyong,A: Annual,2022,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11501: Baulkham Hills,A: Annual,2022,6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11502: Dural - Wisemans Ferry,A: Annual,2022,7.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11503: Hawkesbury,A: Annual,2022,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11504: Rouse Hill - McGraths Hill,A: Annual,2022,4.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11601: Blacktown,A: Annual,2022,5.3,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11602: Blacktown - North,A: Annual,2022,3.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11603: Mount Druitt,A: Annual,2022,5.5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11701: Botany,A: Annual,2022,4.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11702: Marrickville - Sydenham - Petersham,A: Annual,2022,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11703: Sydney Inner City,A: Annual,2022,4.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11801: Eastern Suburbs - North,A: Annual,2022,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11802: Eastern Suburbs - South,A: Annual,2022,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11901: Bankstown,A: Annual,2022,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11902: Canterbury,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11903: Hurstville,A: Annual,2022,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11904: Kogarah - Rockdale,A: Annual,2022,5.5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12001: Canada Bay,A: Annual,2022,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12002: Leichhardt,A: Annual,2022,6.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12003: Strathfield - Burwood - Ashfield,A: Annual,2022,5.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12101: Chatswood - Lane Cove,A: Annual,2022,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12102: Hornsby,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12103: Ku-ring-gai,A: Annual,2022,6.5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12104: North Sydney - Mosman,A: Annual,2022,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12201: Manly,A: Annual,2022,6.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12202: Pittwater,A: Annual,2022,7.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12203: Warringah,A: Annual,2022,6.3,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12301: Camden,A: Annual,2022,5.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12302: Campbelltown (NSW),A: Annual,2022,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12303: Wollondilly,A: Annual,2022,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12401: Blue Mountains,A: Annual,2022,6.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12403: Penrith,A: Annual,2022,5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12404: Richmond - Windsor,A: Annual,2022,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12405: St Marys,A: Annual,2022,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12501: Auburn,A: Annual,2022,4.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12502: Carlingford,A: Annual,2022,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12503: Merrylands - Guildford,A: Annual,2022,5.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12504: Parramatta,A: Annual,2022,4.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12601: Pennant Hills - Epping,A: Annual,2022,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12602: Ryde - Hunters Hill,A: Annual,2022,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12701: Bringelly - Green Valley,A: Annual,2022,5.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12702: Fairfield,A: Annual,2022,6.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12703: Liverpool,A: Annual,2022,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12801: Cronulla - Miranda - Caringbah,A: Annual,2022,6.3,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,12802: Sutherland - Menai - Heathcote,A: Annual,2022,6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,10601: Lower Hunter,A: Annual,2022,6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,10602: Maitland,A: Annual,2022,5.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,10603: Port Stephens,A: Annual,2022,6.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,10701: Dapto - Port Kembla,A: Annual,2022,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,10703: Kiama - Shellharbour,A: Annual,2022,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,10704: Wollongong,A: Annual,2022,5.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11101: Lake Macquarie - East,A: Annual,2022,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11102: Lake Macquarie - West,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11103: Newcastle,A: Annual,2022,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11401: Shoalhaven,A: Annual,2022,6.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_32: Estimated resident population: Males aged 55-59 years (%),SA3: Statistical Area Level 3,11402: Southern Highlands,A: Annual,2022,6.5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,10201: Gosford,A: Annual,2022,6.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,10202: Wyong,A: Annual,2022,6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11501: Baulkham Hills,A: Annual,2022,5.5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11502: Dural - Wisemans Ferry,A: Annual,2022,6.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11503: Hawkesbury,A: Annual,2022,6.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11504: Rouse Hill - McGraths Hill,A: Annual,2022,3.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11601: Blacktown,A: Annual,2022,5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11602: Blacktown - North,A: Annual,2022,3.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11603: Mount Druitt,A: Annual,2022,5.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11701: Botany,A: Annual,2022,4.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11702: Marrickville - Sydenham - Petersham,A: Annual,2022,4.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11703: Sydney Inner City,A: Annual,2022,3.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11801: Eastern Suburbs - North,A: Annual,2022,4.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11802: Eastern Suburbs - South,A: Annual,2022,4.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11901: Bankstown,A: Annual,2022,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11902: Canterbury,A: Annual,2022,4.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11903: Hurstville,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11904: Kogarah - Rockdale,A: Annual,2022,4.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12001: Canada Bay,A: Annual,2022,5.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12002: Leichhardt,A: Annual,2022,5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12003: Strathfield - Burwood - Ashfield,A: Annual,2022,4.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12101: Chatswood - Lane Cove,A: Annual,2022,4.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12102: Hornsby,A: Annual,2022,5.3,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12103: Ku-ring-gai,A: Annual,2022,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12104: North Sydney - Mosman,A: Annual,2022,5.5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12201: Manly,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12202: Pittwater,A: Annual,2022,7.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12203: Warringah,A: Annual,2022,5.3,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12301: Camden,A: Annual,2022,4.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12302: Campbelltown (NSW),A: Annual,2022,5.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12303: Wollondilly,A: Annual,2022,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12401: Blue Mountains,A: Annual,2022,7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12403: Penrith,A: Annual,2022,4.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12404: Richmond - Windsor,A: Annual,2022,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12405: St Marys,A: Annual,2022,5.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12501: Auburn,A: Annual,2022,4.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12502: Carlingford,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12503: Merrylands - Guildford,A: Annual,2022,4.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12504: Parramatta,A: Annual,2022,3.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12601: Pennant Hills - Epping,A: Annual,2022,5.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12602: Ryde - Hunters Hill,A: Annual,2022,4.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12701: Bringelly - Green Valley,A: Annual,2022,4.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12702: Fairfield,A: Annual,2022,6.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12703: Liverpool,A: Annual,2022,4.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12801: Cronulla - Miranda - Caringbah,A: Annual,2022,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,12802: Sutherland - Menai - Heathcote,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,10601: Lower Hunter,A: Annual,2022,6.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,10602: Maitland,A: Annual,2022,5.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,10603: Port Stephens,A: Annual,2022,7.6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,10701: Dapto - Port Kembla,A: Annual,2022,6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,10703: Kiama - Shellharbour,A: Annual,2022,6.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,10704: Wollongong,A: Annual,2022,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11101: Lake Macquarie - East,A: Annual,2022,6.4,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11102: Lake Macquarie - West,A: Annual,2022,6.3,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11103: Newcastle,A: Annual,2022,5.3,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11401: Shoalhaven,A: Annual,2022,7.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_33: Estimated resident population: Males aged 60-64 years (%),SA3: Statistical Area Level 3,11402: Southern Highlands,A: Annual,2022,6.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,10201: Gosford,A: Annual,2022,5.8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,10202: Wyong,A: Annual,2022,6.5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11501: Baulkham Hills,A: Annual,2022,5.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11502: Dural - Wisemans Ferry,A: Annual,2022,4.1,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11503: Hawkesbury,A: Annual,2022,5.7,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11504: Rouse Hill - McGraths Hill,A: Annual,2022,8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11601: Blacktown,A: Annual,2022,6.9,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11602: Blacktown - North,A: Annual,2022,8.2,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11603: Mount Druitt,A: Annual,2022,8,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11701: Botany,A: Annual,2022,6,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11702: Marrickville - Sydenham - Petersham,A: Annual,2022,5,PCT: Percent,,,
ABS:ABS_REGIONAL_ASGS2021(1.2.0),ERP_M_21: Estimated resident population: Males aged 0-4 years (%),SA3: Statistical Area Level 3,11703: Sydney Inner City,A: Annual,2022,3.5,PCT: Percent,,,
